number,forum,title,abstract,num Reviewers,num submitted Reviewers,missing Reviewers,min rating,max rating,average rating,min confidence,max confidence,average confidence,num Area Chairs assigned,num submitted Area Chairs,Meta Review,decision,Senior Area Chairs
517,https://openreview.net/forum?id=4ADbrLNOrg,Catching the Unknown with Limited Data: Bi-Directional Prompt Tuning in CLIP for Few-Shot Open-Set Adaptation,"Domain-adaptive few-shot open-set (DAFSOS) learning aims to transfer knowledge from a label-rich source domain to a target domain where only a few labeled samples are available. Both domains contain disjoint sets of classes, and at inference time, models must accurately classify unlabeled samples from novel target-domain classes using limited support examples, while also recognizing outliers. Existing approaches often rely on meta-learning with sophisticated loss functions to obtain domain-invariant, discriminative features, yet overlook semantic information. 
We propose a novel prompt-learning framework for CLIP, named BIMAP-CLIP (Bi-directional Multi-modal Attribute-enriched Prompting for CLIP), tailored to the DAFSOS setting. Its core innovation is a bi-directional, multi-modal prompt-learning mechanism that shares learnable tokens across both image and text encoders, enhancing visual–semantic alignment. We also introduce a hybrid prompt initialization strategy that integrates manual and learnable prompts to make the prompts resilient to domains and incorporates fine-grained class attributes to tackle the scarcity of training samples. In parallel, a thresholding-based method on prompt-image similarity scores is employed for outlier detection. Across multiple benchmarks, BIMAP-CLIP consistently outperforms existing counterparts.",3,3,,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Weak Accept (Poster),Accept,Jefersson A Dos Santos
528,https://openreview.net/forum?id=BtiuRB9WvX,"OmniSegNet: Towards Scalable, Efficient & Universal Medical Image Segmentation","Medical image segmentation spans diverse modalities, including MRI (Magnetic Resonance Imaging), CT (Computed Tomography), OCT (Optical Coherence Tomography), and USG (Ultrasound Sonography), each with unique spatial and contextual characteristics. This heterogeneity demands architectures that balance global context with fine-grained anatomical details, a challenge for standard models like U-Net and Transformer-based approaches, which either lack generalization or struggle with subtle features. Privacy constraints further restrict the use of large models like the Segment Anything Model (SAM) for cloud-based inference, complicating edge deployment and increasing development complexity. To address these challenges, we propose OmniSegNet, a unified, scalable encoder-decoder architecture that integrates SE-enhanced residual blocks for efficient local-global context capture and ASPP for multi-scale feature aggregation. Compound scaling of depth ($\alpha$) and width ($\beta$) supports flexible model variants ranging from 1.5M to 10M parameters, identified through latency-aware neural architecture search for real-time deployment on devices like Raspberry Pi and Arduino Nano. To generalize without task-specific tuning, we introduce OmniKD, a unified distillation framework that transfers knowledge from fine-tuned SAM models via logits, intermediate features, attention maps, relational structures, and contextual similarities, eliminating the need for handcrafted loss functions. OmniSegNet achieves up to $10\times$ parameter reduction while improving Dice scores by 10--12\% across diverse medical imaging benchmarks, including ISIC, CHAOS, and MRBrainS18, offering a scalable, efficient, and privacy-preserving solution for real-world medical segmentation.",4,4,,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Weak Accept (Poster),Accept,Fani Deligianni
540,https://openreview.net/forum?id=VckRTsYZyX,OptSplat: Recurrent Optimization for Generalizable Reconstruction and Novel View Renderings,"We propose an efficient feed-forward model for novel view synthesis and 3D reconstruction based on Gaussian Splatting, featuring a scalable architecture that reliably predicts multi-view depth maps and 3D Gaussian primitives from as few as two input views. Existing multi-view depth estimation techniques typically depend on processing plane-swept cost volumes, which generate probability distributions over a discrete set of candidate depths. This approach limits scalability, especially when finer depth sampling or higher spatial resolution is required. To address this, we design an optimization-inspired architecture $\textit{OptSplat}$, that employs recurrent iterative updates to refine depth maps and pixel-aligned Gaussian primitives based on previous predictions. Our model leverages a unified update operator that iteratively indexes global cost volumes, progressively improving predictions in the joint space of depth and Gaussian parameters. Comprehensive evaluations across the real world datasets of $\textit{RealEstate10K}$, $\textit{ACID}$ and $\textit{DL3DV}$ shows that our model demonstrates strong cross-dataset generalization and competitive rendering quality for novel views compared to the existing works with plane swept cost volumes, while at the same time offering a significant boost in reconstruction and rendering speed, especially for high-resolution inputs.",3,3,,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Weak Accept (Poster),Accept,Jun Liu
543,https://openreview.net/forum?id=pKVy5vYv8k,Temporally Compressed 3D Gaussian Splatting for Dynamic Scenes,"Recent advancements in high-fidelity dynamic scene reconstruction have leveraged dynamic 3D Gaussians and 4D Gaussian Splatting for realistic scene representation. However, to make these methods viable for real-time applications such as AR/VR, gaming, and rendering on low-power devices, substantial reductions in memory usage and improvements in rendering efficiency are required. While many state-of-the-art methods prioritize lightweight implementations, they struggle in handling scenes with complex motions or long sequences. In this work, we introduce Temporally Compressed 3D Gaussian Splatting (TC3DGS), a novel technique designed specifically to effectively compress dynamic 3D Gaussian representations. TC3DGS selectively prunes Gaussians based on their temporal relevance and employs gradient-aware mixed-precision quantization to dynamically compress Gaussian parameters. In addition, TC3DGS exploits an adapted version of the Ramer-Douglas-Peucker algorithm to further reduce storage by interpolating Gaussian trajectories across frames. Our experiments on multiple datasets demonstrate that TC3DGS achieves up to 67$\times$ compression with minimal or no degradation in visual quality.",3,3,,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Weak Accept (Poster),Accept,Jun Liu
546,https://openreview.net/forum?id=B1no1S5V0D,Multi-Method Ensemble for Out-of-Distribution Detection,"Detecting out-of-distribution (OOD) samples is essential for neural networks operating in open-world settings, particularly in safety-critical applications. Existing methods have improved OOD detection by leveraging two main techniques: feature truncation, which increases the separation between in-distribution (ID) and OOD samples, and scoring functions, which assign scores to distinguish between ID and OOD data. However, most approaches either focus on a single family of techniques or evaluate their effectiveness on a specific type of OOD dataset, overlooking the potential of combining multiple existing solutions. Motivated by this observation, we theoretically and empirically demonstrate that state-of-the-art feature truncation and scoring functions can be effectively combined. Moreover, we show that aggregating multiple scoring functions enhances robustness against various types of OOD samples. Based on these insights, we propose the Multi-Method Ensemble (MME) score, which unifies state-of-the-art OOD detectors into a single, more effective scoring function. Extensive experiments on both large-scale and small-scale benchmarks, covering near-OOD and far-OOD scenarios, show that MME significantly outperforms recent state-of-the-art methods across all benchmarks. Notably, using the BiT model, our method achieves an average FPR95 of 27.57\% on the challenging ImageNet-1K benchmark, improving performance by 6\% over the best existing baseline.",3,3,,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Accept (Poster),Accept,Jun Liu
548,https://openreview.net/forum?id=xnO31AkND9,Pandora: Articulated 3D Scene Graphs from Egocentric Vision,"Robotic mapping systems typically approach building metric-semantic scene representations from the robot's own sensors and cameras. However, these ""first person"" maps inherit the robot's own limitations due to its embodiment or skillset, which may leave many aspects of the environment unexplored. For example, the robot might not be able to open drawers or access wall cabinets. In this sense, the map representation is not as complete, and requires a more capable robot to fill in the gaps. We narrow these blind spots in current methods by leveraging egocentric data captured as a human naturally explores a scene wearing Project Aria glasses, giving a way to directly transfer knowledge about articulation from the human to any deployable robot. We demonstrate that, by using simple heuristics, we can leverage egocentric data to recover models of articulate object parts, with quality comparable to those of state-of-the-art methods based on other input modalities. We also show how to integrate these models into 3D scene graph representations, leading to a better understanding of object dynamics and object-container relationships. We finally demonstrate that these articulated 3D scene graphs enhance a robot's ability to perform mobile manipulation tasks, showcasing an application where a Boston Dynamics Spot is tasked with retrieving concealed target items, given only the 3D scene graph as input.",3,3,,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Accept (Poster),Accept,Edmond S. L. Ho
558,https://openreview.net/forum?id=xP5cFhkZYd,EZIGen: Enhancing zero-shot personalized image generation with precise subject encoding and decoupled guidance,"Zero-shot personalized image generation models aim to produce images that align with both a given text prompt and subject image, requiring the model to incorporate both sources of guidance. Existing methods often struggle to capture fine-grained subject details and frequently prioritize one form of guidance over the other, resulting in suboptimal subject encoding and imbalanced generation. In this study, we uncover key insights into overcoming such drawbacks, notably that 1) the choice of the subject image encoder critically influences subject identity preservation and training efficiency, and 2) the text and subject guidance should take effect at different denoising stages. Building on these insights, we introduce a new approach, EZIGen, that employs two main components: leveraging a fixed pre-trained Diffusion UNet itself as subject encoder, following a process that balances the two guidances by separating their dominance stage and revisiting certain time steps to bootstrap subject transfer quality. Through these two components, EZIGen, initially built upon SD2.1-base, achieved state-of-the-art performances on multiple personalized generation benchmarks with a unified model, while using 100 times less training data. Moreover, by further migrating our design to SDXL, EZIGen is proven to be a versatile model-agnostic solution for personalized generation.",7,3,~Runpei_Dong1|~Zhe_Wang9|~Zhao_Wang3|~Changmiao_Wang1,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Weak Accept (Poster),Accept,Zhixiang Chen
566,https://openreview.net/forum?id=lky7HOF2UL,OpenHuman4D: Open-Vocabulary 4D Human Parsing,"Understanding dynamic 3D human representation has become increasingly critical in virtual and extended reality applications. However, existing human part segmentation methods are constrained by reliance on closed-set datasets and prolonged inference times, which significantly restrict their applicability. In this paper, we introduce the first 4D human parsing framework that simultaneously addresses these challenges by reducing the inference time and introducing open-vocabulary capabilities. Building upon state-of-the-art open-vocabulary 3D human parsing techniques, our approach extends the support to 4D human-centric video with three key innovations: 1) We adopt mask-based video object tracking to efficiently establish spatial and temporal correspondences, avoiding the necessity of segmenting all frames. 2) A novel Mask Validation module is designed to manage new target identification and mitigate tracking failures. 3) We propose a 4D Mask Fusion module, integrating memory-conditioned attention and logits equalization for robust embedding fusion. 
Extensive experiments demonstrate the effectiveness and flexibility of the proposed method on 4D human-centric parsing tasks, achieving up to 93.3\% acceleration compared to the previous state-of-the-art method, which was limited to parsing fixed classes.",3,3,,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Accept (Poster),Accept,Fani Deligianni
567,https://openreview.net/forum?id=ze19SPf5oO,Zero-Shot Anomaly Detection with Dual-Branch Prompt Selection,"Zero‑shot anomaly detection (ZSAD) enables identifying and localizing defects in unseen categories by relying solely on generalizable features rather than requiring any labeled examples of anomalies. However, existing ZSAD methods, whether using fixed or learned prompts, struggle under domain shifts because their training data are derived from limited training domains and fail to generalize to new distributions. In this paper, we introduce PILOT, a framework that addresses these challenges through: (1) a novel dual-branch prompt selection mechanism that dynamically combines learnable prompts with structured semantic attributes, adaptively selecting the most relevant anomaly cues for each input image; and (2) a label-free test-time adaptation strategy that selectively refines only the chosen prompt using high-confidence pseudo-labels from unlabeled test data. Through extensive experiments on 13 industrial and medical benchmarks, PILOT shows that it is state-of-the-art in both anomaly detection and localization.",6,3,~Zakaria_rguibi1|~Yang_He_Xu1|~Mingqi_Gao3,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Accept (Poster),Accept,Jefersson A Dos Santos
577,https://openreview.net/forum?id=FuR3S979XJ,Zero-Shot CFC: Fast Real-World Image Denoising based on Cross-Frequency Consistency,"Zero-shot denoisers address the dataset dependency of deep-learning-based denoisers, enabling the denoising of unseen single images. Nonetheless, existing zero-shot methods suffer from long training times and rely on the assumption of noise independence and a zero-mean property, limiting their effectiveness in real-world denoising scenarios where noise characteristics are more complicated. This paper proposes an efficient and effective method for real-world denoising, the Zero-Shot denoiser based on Cross-Frequency Consistency (ZSCFC), which enables training and denoising with a single noisy image and does not rely on assumptions about noise distribution. Specifically, image textures exhibit position similarity and content consistency across different frequency bands, while noise does not. Based on this property, we developed cross-frequency consistency loss and an ultralight network to realize image denoising. Experiments on various real-world image datasets demonstrate that our ZSCFC outperforms other state-of-the-art zero-shot methods in terms of computational efficiency and denoising performance. The code will be made publicly available.",3,3,,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Accept (Poster),Accept,Jun Liu
588,https://openreview.net/forum?id=4DI8BQw2Y6,CoT-SD: Chain-of-Thought Semantic Denoising,"Recent advances in zero-shot image denoising have largely been driven by self-supervised learning and generative models. However, these methods often struggle to preserve fine-grained structural details in real-world noisy images. Inspired by the human ability for slow thinking in problem-solving, which involves breaking down tasks and addressing them step by step, this paper proposes Chain-of-Thought Semantic Denoising (CoT-SD), a novel zero-shot denoising framework that leverages multi-step self-reflective reasoning and CLIP-based semantic alignment to progressively enhance image quality. Unlike conventional single-step denoising approaches, CoT-SD formulates denoising as an iterative reasoning process in which both the encoder and the decoder progressively decompose the problem, refine their understanding, and iteratively generate cleaner images. The CLIP-guided decoder ensures that denoised outputs align with high-level image semantics, enabling deeper image understanding for reflection, thereby improving the quality of the denoised images. Experimental results demonstrate that our CoT-SD outperforms other state-of-the-art (SOTA) dataset-free denoisers. The code will be made publicly available.",3,3,,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Accept (Poster),Accept,Jefersson A Dos Santos
593,https://openreview.net/forum?id=y3UNzMC0fo,PanoHair: Detailed Hair Strand Synthesis on Volumetric Heads,"Achieving realistic hair strand synthesis is essential for creating lifelike digital humans, but producing high-fidelity hair strand geometry remains a significant challenge. 
Existing methods require a complex setup for data acquisition, involving multi-view images captured in constrained studio environments. Additionally, these methods have longer hair volume estimation and strand synthesis times, which hinder efficiency.
We introduce PanoHair, a model that estimates head geometry as signed distance fields using knowledge distillation from a pre-trained generative teacher model for head synthesis. 
Our approach enables the prediction of semantic segmentation masks and 3D orientations specifically for the hair region of the estimated geometry. 
Our method is generative and can generate diverse hairstyles with latent space manipulations. For real images, our approach involves an inversion process to infer latent codes and produces visually appealing hair strands, offering a streamlined alternative to complex multi-view data acquisition setups.  
Given the latent code, PanoHair generates a clean manifold mesh for the hair region in under 5 seconds, along with semantic and orientation maps, marking a significant improvement over existing methods, as demonstrated in our experiments.",3,3,,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Weak Accept (Poster),Accept,Zhixiang Chen
594,https://openreview.net/forum?id=jSMRNWH3PP,Video Dataset Condensation with Diffusion Models,"In recent years, the rapid expansion of dataset sizes and the increasing complexity of deep learning models have significantly escalated the demand for computational resources, both for data storage and model training. Dataset distillation has emerged as a promising solution to address this challenge by generating a compact synthetic dataset that retains the essential information from a large real dataset. However, existing methods often suffer from limited performance, particularly in the video domain. In this paper, we focus on video dataset distillation. We start from employing a video diffusion model to generate synthetic videos. Since the videos are generated only once, this significantly reduces computational costs. Next, we introduce Video Spatio-Temporal U-Net (VST-UNet), a model designed to select a diverse and informative subset of videos that effectively captures the characteristics of the original dataset. To further optimize computational efficiency, we explore a training-free clustering algorithm, Temporal-Aware Cluster-based Distillation (TAC-DT), to select representative videos without requiring additional training overhead. We validate the effectiveness of our approach through extensive experiments on four benchmark datasets, demonstrating performance improvements of up to \(10.61\%\) over the state-of-the-art. Our method consistently outperforms existing approaches across all datasets, establishing a new benchmark for video dataset distillation.",3,3,,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Weak Accept (Poster),Accept,Jun Liu
596,https://openreview.net/forum?id=i1geycWJwc,TopoMortar: A Dataset to Evaluate Topology Accuracy in Image Segmentation,"We present TopoMortar, a brick wall dataset that is the first dataset specifically designed to evaluate topology-focused image segmentation methods, such as topology loss functions. Motivated by the known sensitivity of methods to dataset challenges, such as small training sets, noisy labels, and out-of-distribution test-set images, TopoMortar is created to enable in two ways investigating methods' effectiveness at improving topology accuracy. First, by eliminating dataset challenges that, as we show, impact the effectiveness of topology loss functions.
Second, by allowing to represent different dataset challenges in the same dataset, isolating methods' performance from dataset challenges. TopoMortar includes three types of labels (accurate, pseudo-labels, and noisy labels), two fixed training sets (large and small), and in-distribution and out-of-distribution test-set images. We compared eight loss functions on TopoMortar, and we found that clDice achieved the most topologically accurate segmentations, and that the relative advantageousness of the other loss functions depends on the experimental setting. Additionally, we show that data augmentation and self-distillation can elevate Cross entropy Dice loss to surpass most topology loss functions, and that those simple methods can enhance topology loss functions as well. TopoMortar and our code can be found at 
https://anonymous.4open.science/r/TopoMortarAnonymous-E880.",3,3,,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Accept (Poster),Accept,Fani Deligianni
602,https://openreview.net/forum?id=YF8hHJUaiJ,Dynamic Try-On: Taming Video Virtual Try-on with Dynamic Attention Mechanism,"Video try-on stands as a promising area for its tremendous real-world potential. Previous research on video try-on has primarily focused on transferring product clothing images to videos with simple human poses, while performing poorly with complex movements. To better preserve clothing details, those approaches are armed with an additional garment encoder, resulting in higher computational resource consumption. The primary challenges in this domain are twofold: (1) leveraging the garment encoder's capabilities in video try-on while lowering computational requirements; (2) ensuring temporal consistency in the synthesis of human body parts, especially during rapid movements. To tackle these issues, we propose a novel video try-on framework based on Diffusion Transformer(DiT), named \textbf{Dynamic Try-On}. To reduce computational overhead, we adopt a straightforward approach by utilizing the DiT backbone itself as the garment encoder and employing a dynamic feature fusion module to store and integrate garment features. To ensure temporal consistency of human body parts, we introduce a limb-aware dynamic attention module that enforces the DiT backbone to focus on the regions of human limbs during the denoising process. Extensive experiments demonstrate the superiority of Dynamic Try-On in generating stable and smooth try-on results, even for videos featuring complicated human postures.",3,3,,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Weak Accept (Poster),Accept,Charith Abhayaratne
603,https://openreview.net/forum?id=pTTLWzxO8M,Dual-Stream Adapters for Open-Set Segmentation in Driving Scenes,"The task of segmenting novel categories in road scenes, often referred to as anomaly segmentation, has been recently addressed with great success by using mask-based architectures, but their efficacy is dependent on fine-tuning large transformer backbones. In this work, we design a specialized adapter for this task, which makes it possible to leverage even large backbones without re-training them. The key feature of our adapter is the separation of the adapted features in two streams, one specialized on the known categories (in-distribution) and the other that captures the characteristics of out-of-distribution categories. The out-of-distribution features adaptation is supervised by using synthetic negative data generated by a normalizing flow process. This dual-stream architecture allows to better disentangle features for known and unknown categories, preserving in-distribution performance while enabling direct and more accurate anomaly segmentation with fewer false positives. Experiments show that dual-stream adapters outperform previous methods while reducing training parameters by 38\%.",3,3,,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Accept (Poster),Accept,Jefersson A Dos Santos
610,https://openreview.net/forum?id=PTxUtywcuF,"HERO-VQL: Hierarchical, Egocentric and Robust Visual Query Localization","In this work, we tackle the egocentric visual query localization (VQL), where a model should localize the query object in a long-form egocentric video. Frequent and abrupt viewpoint changes in egocentric videos cause significant object appearance variations and partial occlusions, making it difficult for existing methods to achieve accurate localization. To tackle these challenges, we introduce Hierarchical, Egocentric and RObust Visual Query Localization (HERO-VQL), a novel method inspired by human cognitive process in object recognition. We propose i) Top-down Attention Guidance (TAG) and ii) Egocentric Augmentation based Consistency Training (EgoACT). Top-down Attention Guidance refines the attention mechanism by leveraging the class token for high-level context and principal component score maps for fine-grained localization. To enhance learning in diverse and challenging matching scenarios, EgoAug enhances query diversity by replacing the query with a randomly selected corresponding object from groundtruth annotations and simulates extreme viewpoint changes by reordering video frames. Additionally, CT loss enforces stable object localization across different augmentation scenarios. Extensive experiments on VQ2D dataset validate that HERO-VQL effectively handles egocentric challenges, significantly outperforming baselines.",3,3,,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Accept (Poster),Accept,Edmond S. L. Ho
614,https://openreview.net/forum?id=Zubl6RjmQV,PerSense: Training-Free Personalized Instance Segmentation in Dense Images,"The emergence of foundational models has significantly advanced segmentation approaches. However, challenges still remain in dense scenarios, where occlusions, scale variations, and clutter impede precise instance delineation. To address this, we propose PerSense, an end-to-end, training-free, and model-agnostic one-shot framework for personalized instance segmentation in dense images. We start with developing a new baseline capable of automatically generating instance-level point prompts via proposing a novel Instance Detection Module (IDM) that leverages density maps (DMs), encapsulating spatial distribution of objects in an image. To reduce false positives, we design the Point Prompt Selection Module (PPSM), which refines the output of IDM based on an adaptive threshold and spatial gating. Both IDM and PPSM seamlessly integrate into our model-agnostic framework. Furthermore, we introduce a feedback mechanism that enables PerSense to improve the accuracy of DMs by automating the exemplar selection process for DM generation. Finally, to advance research in this relatively underexplored area, we introduce PerSense-D, an evaluation benchmark for instance segmentation in dense images. Our extensive experiments establish PerSense's superiority over SOTA in dense settings.",3,3,,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Weak Accept (Poster),Accept,Jefersson A Dos Santos
626,https://openreview.net/forum?id=Smfqvi8ZMZ,Beyond Gloss: A Hand-Centric Framework for Gloss-Free Sign Language Translation,"Sign Language Translation (SLT) is a challenging task that requires bridging the modality gap between visual and linguistic information while capturing subtle variations in hand shapes and movements. To address these challenges, we introduce \textbf{BeyondGloss}, a novel gloss-free SLT framework that leverages the spatio-temporal reasoning capabilities of Video Large Language Models (VideoLLMs). Since existing VideoLLMs struggle to model long videos in detail, we propose a novel approach to generate fine-grained, temporally-aware textual descriptions of hand motion. A contrastive alignment module aligns these descriptions with video features during pre-training, encouraging the model to focus on hand-centric temporal dynamics and distinguish signs more effectively. To further enrich hand-specific representations, we distill fine-grained features from HaMeR. Additionally, we apply a contrastive loss between sign video representations and target language embeddings to reduce the modality gap in pre-training.  \textbf{BeyondGloss} achieves state-of-the-art performance on the Phoenix14T and CSL-Daily benchmarks, demonstrating the effectiveness of the proposed framework. We will release the code upon acceptance of the paper.",6,5,~Xinyao_Sun2,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Accept (Poster),Accept,Edmond S. L. Ho
627,https://openreview.net/forum?id=kVRxW3FJRk,TopoDiT-3D: Topology-Aware Diffusion Transformer with Bottleneck Structure for 3D Point Cloud Generation,"Recent advancements in Diffusion Transformer (DiT) models have significantly improved 3D point cloud generation. However, existing methods primarily focus on local feature extraction while overlooking global topological information, such as voids, which are crucial for maintaining shape consistency and capturing complex geometries. To address this limitation, we propose TopoDiT-3D, a Topology-Aware Diffusion Transformer with a bottleneck structure for 3D point cloud generation. Specifically, we design the bottleneck structure utilizing Perceiver Resampler, which not only offers a mode to integrate topological information extracted through persistent homology into feature learning, but also adaptively filters out redundant local features to improve training efficiency. Experimental results demonstrate that TopoDiT-3D outperforms state-of-the-art models in visual quality, diversity, and training efficiency. Furthermore, TopoDiT-3D demonstrates the importance of rich topological information for 3D point cloud generation and its synergy with conventional local feature learning.",5,4,~Abril_Corona-Figueroa1,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Accept (Poster),Accept,Charith Abhayaratne
628,https://openreview.net/forum?id=K3S4IM7Vrs,MuDG: Taming Multi-modal Diffusion with Gaussian Splatting for Urban Scene Reconstruction,"Recent breakthroughs in radiance fields have significantly advanced 3D scene reconstruction and novel view synthesis (NVS) in autonomous driving. Nevertheless, critical limitations persist: reconstruction-based methods exhibit substantial performance deterioration under large viewpoint deviations from training trajectories, while generation-based techniques struggle with temporal coherence and precise scene controllability. To overcome these challenges, we present MuDG, an innovative framework that integrates Multi-modal Diffusion model with Gaussian Splatting (GS) for Urban Scene Reconstruction. MuDG leverages aggregated LiDAR point clouds with RGB and geometric priors to condition a multi-modal video diffusion model, synthesizing photorealistic RGB, depth, and semantic outputs for novel viewpoints. This synthesis pipeline enables feed-forward NVS without computationally intensive per-scene optimization,providing supervision to refine 3DGS representations for robust rendering under extreme viewpoint changes. Experiments on the Open Waymo Dataset demonstrate that MuDG outperforms existing methods in both reconstruction and synthesis quality.",3,3,,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Weak Accept (Poster),Accept,Jun Liu
630,https://openreview.net/forum?id=lnJKnVbPZa,Incremental Multi-Scene Modeling via Continual Neural Graphics Primitives,"Neural radiance fields (NeRF) have revolutionized photorealistic rendering of novel views for 3D scenes. Despite their growing popularity and efficiency as 3D resources, NeRFs face scalability challenges due to the need for separate models per scene and the cumulative increase in training time for multiple scenes. The potential for incrementally encoding multiple 3D scenes into a single NeRF model remains largely unexplored. To address this, we introduce Continual-Neural Graphics Primitives (C-NGP), a novel continual learning framework that integrates multiple scenes incrementally into a single neural radiance field. Using a generative replay approach, C-NGP adapts to new scenes without requiring access to old data. We demonstrate that C-NGP can accommodate multiple scenes without increasing the parameter count, producing high-quality novel-view renderings on synthetic and real datasets. Notably, C-NGP models all $8$ scenes from the Real-LLFF dataset together, with only a $2.2\%$ drop in PSNR compared to vanilla NeRF, which models each scene independently. Further, C-NGP allows multiple style edits in the same network.",5,3,~Riccardo_Renzulli1|~Patrick_Fox-Roberts1,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Accept (Poster),Accept,Jun Liu
632,https://openreview.net/forum?id=l2hfeVIAdD,Segmentation Assisted Incremental Test Time Adaptation in an Open World,"In dynamic environments, unfamiliar objects and distribution shifts are often encountered which challenge the generalization abilities of the deployed trained models. 
This work addresses Incremental Test Time Adaptation (ITTA) of Vision-Language Models (VLMs), tackling scenarios where unseen classes and unseen domains continuously appear during testing. 
Unlike traditional Test Time Adaptation approaches where the test samples come only from a predefined set of classes, our framework allows models to adapt simultaneously to both covariate and label shifts, actively incorporating new classes as they emerge.
Towards this goal, we establish a new benchmark for ITTA, integrating single-image TTA methods for VLMs with active labeling to query an oracle for samples potentially representing unseen classes during test time.
We propose a segmentation assisted active labeling module, termed SegAssist, which is training-free and repurposes the VLM’s segmentation capabilities to refine active sample selection, prioritizing samples likely to belong to unseen classes. Extensive experiments on several benchmark datasets demonstrate the potential of SegAssist to enhance the performance of VLMs in real-world scenarios, where continuous adaptation to emerging data is essential.",3,3,,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Weak Accept (Poster),Accept,Jefersson A Dos Santos
644,https://openreview.net/forum?id=Ae7gFxVQM4,Solving Zero-Shot 3D Visual Grounding as Constraint Satisfaction Problems,"3D visual grounding (3DVG) aims to locate objects in a 3D scene with natural language descriptions. Supervised methods have achieved decent accuracy, but have a closed vocabulary and limited language understanding ability. Zero-shot methods mostly utilize large language models (LLMs) to handle natural language descriptions, yet suffer from slow inference speed. To address these problems, in this work, we propose a zero-shot method that reformulates the 3DVG task as a Constraint Satisfaction Problem (CSP), where the variables and constraints represent objects and their spatial relations, respectively. This allows a global reasoning of all relevant objects, producing grounding results of both the target and anchor objects. Moreover, we demonstrate the flexibility of our framework by handling negation- and counting-based queries with only minor extra coding efforts. Our system, Constraint Satisfaction Visual Grounding (CSVG), has been extensively evaluated on the public datasets ScanRefer and Nr3D datasets using only open-source LLMs. Results show the effectiveness of CSVG and superior grounding accuracy over current state-of-the-art zero-shot 3DVG methods with improvements of $+7.0\%$ (Acc@0.5 score) and $+11.2\%$ on the ScanRefer and Nr3D datasets, respectively. The code of our system is available at https://anonyleaf.github.io/csvg_bmvc.",6,4,~Runpei_Dong1|~Yun_Chang1,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Accept (Poster),Accept,Jun Liu
646,https://openreview.net/forum?id=MTKkX3KP2K,Towards Data-Efficient Medical Imaging: A Generative and Semi-Supervised Framework,"Deep learning in medical imaging is often limited by scarce and imbalanced annotated data. We propose a unified framework that integrates generative modeling and semi-supervised learning to improve data efficiency for both classification and segmentation. Class-conditional StyleGAN3 models generate synthetic samples to address class imbalance, while iterative pseudo-labeling enables weak supervision for segmentation. Experiments using ResNet-50 and VM-UNet across multiple datasets demonstrate consistent performance gains, highlighting the potential of synthetic data to alleviate annotation bottlenecks in medical image analysis.",3,3,,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Weak Accept (Poster),Accept,Fani Deligianni
649,https://openreview.net/forum?id=jOQgzICgbN,Towards Open-Vocabulary Multimodal 3D Object Detection with Attributes,"3D object detection plays a crucial role in autonomous systems, yet existing methods are limited by closed-set assumptions and struggle to recognize novel objects and their attributes in real-world scenarios. We propose OVODA, a novel framework enabling both open-vocabulary 3D object and attribute detection with no need to know the novel class anchor size. OVODA uses foundation models to bridge the semantic gap between 3D features and texts while jointly detecting attributes, e.g., spatial relationships, motion states, etc. To facilitate such research direction, we propose OVAD, a new dataset that supplements existing 3D object detection benchmarks with comprehensive attribute annotations. OVODA incorporates several key innovations, including foundation model feature concatenation, prompt tuning strategies, and specialized techniques for attribute detection such as perspective-specified prompts and horizontal flip augmentation. Our results on both the nuScenes and Argoverse 2 datasets show that under the condition of no given anchor sizes of novel classes, OVODA outperforms the state-of-the-art methods in open-vocabulary 3D object detection while successfully recognizing object attributes.",3,3,,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Accept (Poster),Accept,Zhixiang Chen
